primary_id	genus	species	sex	location	sublocation
cichlid6979159	Maylandia	zebra	M	Cape_Maclear	Otter_point
cichlid6979160	Maylandia	zebra	M	Cape_Maclear	Otter_point
cichlid6979161	Maylandia	zebra	M	Cape_Maclear	Otter_point
cichlid6979162	Maylandia	zebra	M	Cape_Maclear	Otter_point
cichlid6979163	Maylandia	zebra	M	Cape_Maclear	Otter_point
cichlid6979164	Maylandia	zebra	M	Cape_Maclear	Otter_point
cichlid6979165	Cynotilapia	afra	M	Cape_Maclear	Otter_point
cichlid6979166	Cynotilapia	afra	M	Cape_Maclear	Otter_point
cichlid6979167	Cynotilapia	afra	M	Cape_Maclear	Otter_point
cichlid7050718	Tropheops	'c.f. "gold otter"'	NA	Cape_Maclear	Otter_point
cichlid7050719	Tropheops	'c.f. "gold otter"'	NA	Cape_Maclear	Otter_point
cichlid7050720	Otopharynx	"heterodon Nanthumba"	NA	Cape_Maclear	Thumbi_West
cichlid7050721	Otopharynx	"heterodon Nanthumba"	NA	Cape_Maclear	Thumbi_West
cichlid6979168	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979169	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West
cichlid6979170	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West
cichlid6979171	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West
cichlid6979172	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979173	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West
cichlid6979174	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West
cichlid6979175	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West
cichlid6979176	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979177	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979178	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979179	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979180	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979181	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979182	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979183	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979184	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979185	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979186	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979187	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979188	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979189	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979190	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979191	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979192	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979193	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979194	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979195	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
cichlid6979196	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West
